"Time","mean"
2022-03-01 00:00:00,0
2022-03-01 00:20:00,0
2022-03-01 00:40:00,0
2022-03-01 01:00:00,0
2022-03-01 01:20:00,0
2022-03-01 01:40:00,0
2022-03-01 02:00:00,0
2022-03-01 02:20:00,0
2022-03-01 02:40:00,0
2022-03-01 03:00:00,0
2022-03-01 03:20:00,0
2022-03-01 03:40:00,0
2022-03-01 04:00:00,0
2022-03-01 04:20:00,0
2022-03-01 04:40:00,0
2022-03-01 05:00:00,0
2022-03-01 05:20:00,0
2022-03-01 05:40:00,0
2022-03-01 06:00:00,0
2022-03-01 06:20:00,0
2022-03-01 06:40:00,0
2022-03-01 07:00:00,0
2022-03-01 07:20:00,623
2022-03-01 07:40:00,1746
2022-03-01 08:00:00,3296
2022-03-01 08:20:00,5510
2022-03-01 08:40:00,8157
2022-03-01 09:00:00,12686
2022-03-01 09:20:00,16403
2022-03-01 09:40:00,18877
2022-03-01 10:00:00,21783
2022-03-01 10:20:00,23015
2022-03-01 10:40:00,26368
2022-03-01 11:00:00,29775
2022-03-01 11:20:00,32541
2022-03-01 11:40:00,25226
2022-03-01 12:00:00,25762
2022-03-01 12:20:00,26845
2022-03-01 12:40:00,31959
2022-03-01 13:00:00,32739
2022-03-01 13:20:00,21987
2022-03-01 13:40:00,27349
2022-03-01 14:00:00,27400
2022-03-01 14:20:00,26097
2022-03-01 14:40:00,23825
2022-03-01 15:00:00,21059
2022-03-01 15:20:00,17692
2022-03-01 15:40:00,12707
2022-03-01 16:00:00,12160
2022-03-01 16:20:00,8954
2022-03-01 16:40:00,5339
2022-03-01 17:00:00,3442
2022-03-01 17:20:00,2246
2022-03-01 17:40:00,478
2022-03-01 18:00:00,0
2022-03-01 18:20:00,0
2022-03-01 18:40:00,0
2022-03-01 19:00:00,0
2022-03-01 19:20:00,0
2022-03-01 19:40:00,0
2022-03-01 20:00:00,0
2022-03-01 20:20:00,0
2022-03-01 20:40:00,0
2022-03-01 21:00:00,0
2022-03-01 21:20:00,0
2022-03-01 21:40:00,0
2022-03-01 22:00:00,0
2022-03-01 22:20:00,0
2022-03-01 22:40:00,0
2022-03-01 23:00:00,0
