Id,Time,mean
1198,2022-05-17 15:00:00,39663
1199,2022-05-17 15:20:00,38028
1200,2022-05-17 15:40:00,36886
1201,2022-05-17 16:00:00,35074
1202,2022-05-17 16:20:00,32865
1203,2022-05-17 16:40:00,31519
1204,2022-05-17 17:00:00,28012
1205,2022-05-17 17:20:00,24000
1206,2022-05-17 17:40:00,20127
1207,2022-05-17 18:00:00,17379
1208,2022-05-17 18:20:00,17051
1209,2022-05-17 18:40:00,13001
1210,2022-05-17 19:00:00,10840
1211,2022-05-17 19:20:00,7827
1212,2022-05-17 19:40:00,5377
1213,2022-05-17 20:00:00,2785
1214,2022-05-17 20:20:00,1331
1215,2022-05-17 20:40:00,412
1216,2022-05-17 21:00:00,0.263
1217,2022-05-17 21:20:00,0
1218,2022-05-17 21:40:00,0
1219,2022-05-17 22:00:00,0
1220,2022-05-17 22:20:00,0
1221,2022-05-17 22:40:00,0
1222,2022-05-17 23:00:00,0
1223,2022-05-17 23:20:00,0
1224,2022-05-17 23:40:00,0
1225,2022-05-18 00:00:00,0
1226,2022-05-18 00:20:00,0
1227,2022-05-18 00:40:00,0
1228,2022-05-18 01:00:00,0
1229,2022-05-18 01:20:00,0
1230,2022-05-18 01:40:00,0
1231,2022-05-18 02:00:00,0
1232,2022-05-18 02:20:00,0
1233,2022-05-18 02:40:00,0
1234,2022-05-18 03:00:00,0
1235,2022-05-18 03:20:00,0
1236,2022-05-18 03:40:00,0
1237,2022-05-18 04:00:00,0
1238,2022-05-18 04:20:00,0
1239,2022-05-18 04:40:00,0
1240,2022-05-18 05:00:00,0
1241,2022-05-18 05:20:00,0
1242,2022-05-18 05:40:00,7.61
1243,2022-05-18 06:00:00,817
1244,2022-05-18 06:20:00,2150
1245,2022-05-18 06:40:00,3576
1246,2022-05-18 07:00:00,5179
1247,2022-05-18 07:20:00,7485
1248,2022-05-18 07:40:00,10079
1249,2022-05-18 08:00:00,12708
1250,2022-05-18 08:20:00,16704
1251,2022-05-18 08:40:00,21376
1252,2022-05-18 09:00:00,24743
1253,2022-05-18 09:20:00,27146
1254,2022-05-18 09:40:00,30799
1255,2022-05-18 10:00:00,33644
1256,2022-05-18 10:20:00,35790
1257,2022-05-18 10:40:00,37873
1258,2022-05-18 11:00:00,37769
1259,2022-05-18 11:20:00,41268
1260,2022-05-18 11:40:00,42630
1261,2022-05-18 12:00:00,43677
1262,2022-05-18 12:20:00,44353
1263,2022-05-18 12:40:00,44867
1264,2022-05-18 13:00:00,45223
1265,2022-05-18 13:20:00,44761
1266,2022-05-18 13:40:00,44037
1267,2022-05-18 14:00:00,43486
1268,2022-05-18 14:20:00,42835
1269,2022-05-18 14:40:00,41640
1270,2022-05-18 15:00:00,40172
1271,2022-05-18 15:20:00,39106
1272,2022-05-18 15:40:00,37381
1273,2022-05-18 16:00:00,35172
1274,2022-05-18 16:20:00,31614
1275,2022-05-18 16:40:00,29959
1276,2022-05-18 17:00:00,28982
1277,2022-05-18 17:20:00,24851
1278,2022-05-18 17:40:00,21943
1279,2022-05-18 18:00:00,19091
1280,2022-05-18 18:20:00,16191
1281,2022-05-18 18:40:00,13528
1282,2022-05-18 19:00:00,10507
1283,2022-05-18 19:20:00,7662
1284,2022-05-18 19:40:00,5167
1285,2022-05-18 20:00:00,3064
1286,2022-05-18 20:20:00,941
1287,2022-05-18 20:40:00,134
1288,2022-05-18 21:00:00,0
1289,2022-05-18 21:20:00,0
1290,2022-05-18 21:40:00,0
1291,2022-05-18 22:00:00,0
1292,2022-05-18 22:20:00,0
1293,2022-05-18 22:40:00,0
1294,2022-05-18 23:00:00,0
1295,2022-05-18 23:20:00,0
1296,2022-05-18 23:40:00,0
1297,2022-05-19 00:00:00,0
1298,2022-05-19 00:20:00,0
1299,2022-05-19 00:40:00,0
1300,2022-05-19 01:00:00,0
1301,2022-05-19 01:20:00,0
1302,2022-05-19 01:40:00,0
1303,2022-05-19 02:00:00,0
1304,2022-05-19 02:20:00,0
1305,2022-05-19 02:40:00,0
1306,2022-05-19 03:00:00,0
1307,2022-05-19 03:20:00,0
1308,2022-05-19 03:40:00,0
1309,2022-05-19 04:00:00,0
1310,2022-05-19 04:20:00,0
1311,2022-05-19 04:40:00,0
1312,2022-05-19 05:00:00,0
1313,2022-05-19 05:20:00,0
1314,2022-05-19 05:40:00,4.58
1315,2022-05-19 06:00:00,1040
1316,2022-05-19 06:20:00,2090
1317,2022-05-19 06:40:00,3290
1318,2022-05-19 07:00:00,5292
1319,2022-05-19 07:20:00,8752
1320,2022-05-19 07:40:00,8387
1321,2022-05-19 08:00:00,11193
1322,2022-05-19 08:20:00,17056
1323,2022-05-19 08:40:00,21174
1324,2022-05-19 09:00:00,23348
1325,2022-05-19 09:20:00,27156
1326,2022-05-19 09:40:00,31785
1327,2022-05-19 10:00:00,33007
1328,2022-05-19 10:20:00,34273
1329,2022-05-19 10:40:00,33781
1330,2022-05-19 11:00:00,31410
1331,2022-05-19 11:20:00,35402
1332,2022-05-19 11:40:00,41437
1333,2022-05-19 12:00:00,40679
1334,2022-05-19 12:20:00,36384
1335,2022-05-19 12:40:00,42922
1336,2022-05-19 13:00:00,40828
1337,2022-05-19 13:20:00,44233
1338,2022-05-19 13:40:00,43628
1339,2022-05-19 14:00:00,39151
1340,2022-05-19 14:20:00,25449
1341,2022-05-19 14:40:00,42549
1342,2022-05-19 15:00:00,39816
1343,2022-05-19 15:20:00,33553
1344,2022-05-19 15:40:00,34218
1345,2022-05-19 16:00:00,28715
1346,2022-05-19 16:20:00,32950
1347,2022-05-19 16:40:00,28155
1348,2022-05-19 17:00:00,22135
1349,2022-05-19 17:20:00,18343
1350,2022-05-19 17:40:00,15269
1351,2022-05-19 18:00:00,11991
1352,2022-05-19 18:20:00,9316
1353,2022-05-19 18:40:00,9862
1354,2022-05-19 19:00:00,12256
1355,2022-05-19 19:20:00,7107
1356,2022-05-19 19:40:00,2991
1357,2022-05-19 20:00:00,1146
1358,2022-05-19 20:20:00,83.2
1359,2022-05-19 20:40:00,0
1360,2022-05-19 21:00:00,0
1361,2022-05-19 21:20:00,0
1362,2022-05-19 21:40:00,0
1363,2022-05-19 22:00:00,0
1364,2022-05-19 22:20:00,0
1365,2022-05-19 22:40:00,0
1366,2022-05-19 23:00:00,0
1367,2022-05-19 23:20:00,0
1368,2022-05-19 23:40:00,0
1369,2022-05-20 00:00:00,0
1370,2022-05-20 00:20:00,0
1371,2022-05-20 00:40:00,0
1372,2022-05-20 01:00:00,0
1373,2022-05-20 01:20:00,0
1374,2022-05-20 01:40:00,0
1375,2022-05-20 02:00:00,0
1376,2022-05-20 02:20:00,0
1377,2022-05-20 02:40:00,0
1378,2022-05-20 03:00:00,0
1379,2022-05-20 03:20:00,0
1380,2022-05-20 03:40:00,0
1381,2022-05-20 04:00:00,0
1382,2022-05-20 04:20:00,0
1383,2022-05-20 04:40:00,0
1384,2022-05-20 05:00:00,0
1385,2022-05-20 05:20:00,0
1386,2022-05-20 05:40:00,0
1387,2022-05-20 06:00:00,798
1388,2022-05-20 06:20:00,2016
1389,2022-05-20 06:40:00,3355
1390,2022-05-20 07:00:00,4436
1391,2022-05-20 07:20:00,6475
1392,2022-05-20 07:40:00,9842
1393,2022-05-20 08:00:00,12371
1394,2022-05-20 08:20:00,16107
1395,2022-05-20 08:40:00,20822
1396,2022-05-20 09:00:00,24499
1397,2022-05-20 09:20:00,26539
1398,2022-05-20 09:40:00,31099
1399,2022-05-20 10:00:00,34108
1400,2022-05-20 10:20:00,33068
1401,2022-05-20 10:40:00,36147
1402,2022-05-20 11:00:00,39245
1403,2022-05-20 11:20:00,40707
1404,2022-05-20 11:40:00,42523
1405,2022-05-20 12:00:00,44516
1406,2022-05-20 12:20:00,43360
1407,2022-05-20 12:40:00,39155
1408,2022-05-20 13:00:00,42508
1409,2022-05-20 13:20:00,42886
1410,2022-05-20 13:40:00,44616
1411,2022-05-20 14:00:00,43527
1412,2022-05-20 14:20:00,42167
1413,2022-05-20 14:40:00,37491
1414,2022-05-20 15:00:00,20848
1415,2022-05-20 15:20:00,18491
1416,2022-05-20 15:40:00,6744
1417,2022-05-20 16:00:00,3306
1418,2022-05-20 16:20:00,4998
1419,2022-05-20 16:40:00,17270
1420,2022-05-20 17:00:00,18725
1421,2022-05-20 17:20:00,5966
1422,2022-05-20 17:40:00,5524
1423,2022-05-20 18:00:00,16516
1424,2022-05-20 18:20:00,17706
1425,2022-05-20 18:40:00,5676
1426,2022-05-20 19:00:00,3301
1427,2022-05-20 19:20:00,7273
1428,2022-05-20 19:40:00,5222
1429,2022-05-20 20:00:00,543
1430,2022-05-20 20:20:00,2.10
1431,2022-05-20 20:40:00,0
1432,2022-05-20 21:00:00,0
1433,2022-05-20 21:20:00,0
1434,2022-05-20 21:40:00,0
1435,2022-05-20 22:00:00,0
1436,2022-05-20 22:20:00,0
1437,2022-05-20 22:40:00,0
1438,2022-05-20 23:00:00,0
1439,2022-05-20 23:20:00,0
1440,2022-05-20 23:40:00,0
1441,2022-05-21 00:00:00,0
1442,2022-05-21 00:20:00,0
1443,2022-05-21 00:40:00,0
1444,2022-05-21 01:00:00,0
1445,2022-05-21 01:20:00,0
1446,2022-05-21 01:40:00,0
1447,2022-05-21 02:00:00,0
1448,2022-05-21 02:20:00,0
1449,2022-05-21 02:40:00,0
1450,2022-05-21 03:00:00,0
1451,2022-05-21 03:20:00,0
1452,2022-05-21 03:40:00,0
1453,2022-05-21 04:00:00,0
1454,2022-05-21 04:20:00,0
1455,2022-05-21 04:40:00,0
1456,2022-05-21 05:00:00,0
1457,2022-05-21 05:20:00,0
1458,2022-05-21 05:40:00,45.6
1459,2022-05-21 06:00:00,1023
1460,2022-05-21 06:20:00,2462
1461,2022-05-21 06:40:00,4174
1462,2022-05-21 07:00:00,6352
1463,2022-05-21 07:20:00,8369
1464,2022-05-21 07:40:00,10983
1465,2022-05-21 08:00:00,10799
1466,2022-05-21 08:20:00,14999
1467,2022-05-21 08:40:00,21888
1468,2022-05-21 09:00:00,27371
1469,2022-05-21 09:20:00,20164
1470,2022-05-21 09:40:00,12620
1471,2022-05-21 10:00:00,17042
1472,2022-05-21 10:20:00,16159
1473,2022-05-21 10:40:00,22275
1474,2022-05-21 11:00:00,39230
1475,2022-05-21 11:20:00,34586
1476,2022-05-21 11:40:00,49460
1477,2022-05-21 12:00:00,48912
1478,2022-05-21 12:20:00,47670
1479,2022-05-21 12:40:00,47501
1480,2022-05-21 13:00:00,40591
1481,2022-05-21 13:20:00,48603
1482,2022-05-21 13:40:00,47254
1483,2022-05-21 14:00:00,36860
1484,2022-05-21 14:20:00,30908
1485,2022-05-21 14:40:00,44702
1486,2022-05-21 15:00:00,37573
1487,2022-05-21 15:20:00,41207
1488,2022-05-21 15:40:00,37606
1489,2022-05-21 16:00:00,36573
1490,2022-05-21 16:20:00,19223
1491,2022-05-21 16:40:00,20667
1492,2022-05-21 17:00:00,18731
1493,2022-05-21 17:20:00,18184
1494,2022-05-21 17:40:00,25743
1495,2022-05-21 18:00:00,16556
1496,2022-05-21 18:20:00,12776
1497,2022-05-21 18:40:00,9526
1498,2022-05-21 19:00:00,7154
1499,2022-05-21 19:20:00,5383
1500,2022-05-21 19:40:00,4401
1501,2022-05-21 20:00:00,3636
1502,2022-05-21 20:20:00,2655
1503,2022-05-21 20:40:00,1215
1504,2022-05-21 21:00:00,126
1505,2022-05-21 21:20:00,0
1506,2022-05-21 21:40:00,0
1507,2022-05-21 22:00:00,0
1508,2022-05-21 22:20:00,0
1509,2022-05-21 22:40:00,0
1510,2022-05-21 23:00:00,0
1511,2022-05-21 23:20:00,0
1512,2022-05-21 23:40:00,0
1513,2022-05-22 00:00:00,0
1514,2022-05-22 00:20:00,0
1515,2022-05-22 00:40:00,0
1516,2022-05-22 01:00:00,0
1517,2022-05-22 01:20:00,0
1518,2022-05-22 01:40:00,0
1519,2022-05-22 02:00:00,0
1520,2022-05-22 02:20:00,0
1521,2022-05-22 02:40:00,0
1522,2022-05-22 03:00:00,0
1523,2022-05-22 03:20:00,0
1524,2022-05-22 03:40:00,0
1525,2022-05-22 04:00:00,0
1526,2022-05-22 04:20:00,0
1527,2022-05-22 04:40:00,0
1528,2022-05-22 05:00:00,0
1529,2022-05-22 05:20:00,0
1530,2022-05-22 05:40:00,305
1531,2022-05-22 06:00:00,1812
1532,2022-05-22 06:20:00,2888
1533,2022-05-22 06:40:00,3956
1534,2022-05-22 07:00:00,4698
1535,2022-05-22 07:20:00,6703
1536,2022-05-22 07:40:00,9745
1537,2022-05-22 08:00:00,12019
1538,2022-05-22 08:20:00,18652
1539,2022-05-22 08:40:00,19037
1540,2022-05-22 09:00:00,23365
1541,2022-05-22 09:20:00,27600
1542,2022-05-22 09:40:00,32329
1543,2022-05-22 10:00:00,36110
1544,2022-05-22 10:20:00,38287
1545,2022-05-22 10:40:00,40105
1546,2022-05-22 11:00:00,40453
1547,2022-05-22 11:20:00,40628
1548,2022-05-22 11:40:00,45065
1549,2022-05-22 12:00:00,45338
1550,2022-05-22 12:20:00,46238
1551,2022-05-22 12:40:00,49612
1552,2022-05-22 13:00:00,40694
1553,2022-05-22 13:20:00,44304
1554,2022-05-22 13:40:00,44005
1555,2022-05-22 14:00:00,43034
1556,2022-05-22 14:20:00,41103
1557,2022-05-22 14:40:00,40710
1558,2022-05-22 15:00:00,34507
1559,2022-05-22 15:20:00,29627
1560,2022-05-22 15:40:00,33203
1561,2022-05-22 16:00:00,17271
1562,2022-05-22 16:20:00,15504
1563,2022-05-22 16:40:00,17452
1564,2022-05-22 17:00:00,13937
1565,2022-05-22 17:20:00,14097
1566,2022-05-22 17:40:00,8767
1567,2022-05-22 18:00:00,4181
1568,2022-05-22 18:20:00,3253
1569,2022-05-22 18:40:00,2441
1570,2022-05-22 19:00:00,3854
1571,2022-05-22 19:20:00,6093
1572,2022-05-22 19:40:00,3503
1573,2022-05-22 20:00:00,1465
1574,2022-05-22 20:20:00,460
1575,2022-05-22 20:40:00,475
1576,2022-05-22 21:00:00,0
1577,2022-05-22 21:20:00,0
1578,2022-05-22 21:40:00,0
1579,2022-05-22 22:00:00,0
1580,2022-05-22 22:20:00,0
1581,2022-05-22 22:40:00,0
1582,2022-05-22 23:00:00,0
1583,2022-05-22 23:20:00,0
1584,2022-05-22 23:40:00,0
1585,2022-05-23 00:00:00,0
1586,2022-05-23 00:20:00,0
1587,2022-05-23 00:40:00,0
1588,2022-05-23 01:00:00,0
1589,2022-05-23 01:20:00,0
1590,2022-05-23 01:40:00,0
1591,2022-05-23 02:00:00,0
1592,2022-05-23 02:20:00,0
1593,2022-05-23 02:40:00,0
1594,2022-05-23 03:00:00,0
1595,2022-05-23 03:20:00,0
1596,2022-05-23 03:40:00,0
1597,2022-05-23 04:00:00,0
1598,2022-05-23 04:20:00,0
1599,2022-05-23 04:40:00,0
1600,2022-05-23 05:00:00,0
1601,2022-05-23 05:20:00,0
1602,2022-05-23 05:40:00,0
1603,2022-05-23 06:00:00,0
1604,2022-05-23 06:20:00,0
1605,2022-05-23 06:40:00,220
1606,2022-05-23 07:00:00,1692
1607,2022-05-23 07:20:00,4691
1608,2022-05-23 07:40:00,6171
1609,2022-05-23 08:00:00,5634
1610,2022-05-23 08:20:00,10419
1611,2022-05-23 08:40:00,16566
1612,2022-05-23 09:00:00,13768
1613,2022-05-23 09:20:00,21468
1614,2022-05-23 09:40:00,13573
1615,2022-05-23 10:00:00,30885
1616,2022-05-23 10:20:00,38042
1617,2022-05-23 10:40:00,38512
1618,2022-05-23 11:00:00,29024
1619,2022-05-23 11:20:00,41373
1620,2022-05-23 11:40:00,37674
1621,2022-05-23 12:00:00,16357
1622,2022-05-23 12:20:00,9111
1623,2022-05-23 12:40:00,7279
1624,2022-05-23 13:00:00,3690
1625,2022-05-23 13:20:00,4912
1626,2022-05-23 13:40:00,13143
1627,2022-05-23 14:00:00,12009
1628,2022-05-23 14:20:00,11278
1629,2022-05-23 14:40:00,17834
1630,2022-05-23 15:00:00,35058
1631,2022-05-23 15:20:00,38471
1632,2022-05-23 15:40:00,39042
1633,2022-05-23 16:00:00,36221
1634,2022-05-23 16:20:00,33681
1635,2022-05-23 16:40:00,32425
1636,2022-05-23 17:00:00,26458
1637,2022-05-23 17:20:00,18610
1638,2022-05-23 17:40:00,10820
1639,2022-05-23 18:00:00,4928
1640,2022-05-23 18:20:00,6384
1641,2022-05-23 18:40:00,6892
1642,2022-05-23 19:00:00,6671
1643,2022-05-23 19:20:00,4688
1644,2022-05-23 19:40:00,2249
1645,2022-05-23 20:00:00,449
1646,2022-05-23 20:20:00,857
1647,2022-05-23 20:40:00,409
1648,2022-05-23 21:00:00,0
1649,2022-05-23 21:20:00,0
1650,2022-05-23 21:40:00,0
1651,2022-05-23 22:00:00,0
1652,2022-05-23 22:20:00,0
1653,2022-05-23 22:40:00,0
1654,2022-05-23 23:00:00,0
1655,2022-05-23 23:20:00,0
1656,2022-05-23 23:40:00,0
1657,2022-05-24 00:00:00,0
1658,2022-05-24 00:20:00,0
1659,2022-05-24 00:40:00,0
1660,2022-05-24 01:00:00,0
1661,2022-05-24 01:20:00,0
1662,2022-05-24 01:40:00,0
1663,2022-05-24 02:00:00,0
1664,2022-05-24 02:20:00,0
1665,2022-05-24 02:40:00,0
1666,2022-05-24 03:00:00,0
1667,2022-05-24 03:20:00,0
1668,2022-05-24 03:40:00,0
1669,2022-05-24 04:00:00,0
1670,2022-05-24 04:20:00,0
1671,2022-05-24 04:40:00,0
1672,2022-05-24 05:00:00,0
1673,2022-05-24 05:20:00,0
1674,2022-05-24 05:40:00,0
1675,2022-05-24 06:00:00,541
1676,2022-05-24 06:20:00,2241
1677,2022-05-24 06:40:00,4439
1678,2022-05-24 07:00:00,6002
1679,2022-05-24 07:20:00,4642
1680,2022-05-24 07:40:00,1794
1681,2022-05-24 08:00:00,5425
1682,2022-05-24 08:20:00,6474
1683,2022-05-24 08:40:00,7372
1684,2022-05-24 09:00:00,12625
1685,2022-05-24 09:20:00,14695
1686,2022-05-24 09:40:00,20730
1687,2022-05-24 10:00:00,17686
1688,2022-05-24 10:20:00,25037
1689,2022-05-24 10:40:00,32483
1690,2022-05-24 11:00:00,34278
1691,2022-05-24 11:20:00,36794
1692,2022-05-24 11:40:00,31655
1693,2022-05-24 12:00:00,34328
1694,2022-05-24 12:20:00,47245
1695,2022-05-24 12:40:00,15202
1696,2022-05-24 13:00:00,17385
1697,2022-05-24 13:20:00,50448
1698,2022-05-24 13:40:00,50852
1699,2022-05-24 14:00:00,31060
1700,2022-05-24 14:20:00,25411
1701,2022-05-24 14:40:00,47279
1702,2022-05-24 15:00:00,34367
1703,2022-05-24 15:20:00,28762
1704,2022-05-24 15:40:00,41467
1705,2022-05-24 16:00:00,23346
1706,2022-05-24 16:20:00,25222
1707,2022-05-24 16:40:00,23917
1708,2022-05-24 17:00:00,33910
1709,2022-05-24 17:20:00,24097
1710,2022-05-24 17:40:00,21247
1711,2022-05-24 18:00:00,16645
1712,2022-05-24 18:20:00,19960
1713,2022-05-24 18:40:00,15301
1714,2022-05-24 19:00:00,10479
1715,2022-05-24 19:20:00,10378
1716,2022-05-24 19:40:00,5916
1717,2022-05-24 20:00:00,2976
1718,2022-05-24 20:20:00,2099
1719,2022-05-24 20:40:00,1588
1720,2022-05-24 21:00:00,89.4
1721,2022-05-24 21:20:00,0
1722,2022-05-24 21:40:00,0
1723,2022-05-24 22:00:00,0
1724,2022-05-24 22:20:00,0
1725,2022-05-24 22:40:00,0
1726,2022-05-24 23:00:00,0
1727,2022-05-24 23:20:00,0
1728,2022-05-24 23:40:00,0
1729,2022-05-25 00:00:00,0
1730,2022-05-25 00:20:00,0
1731,2022-05-25 00:40:00,0
1732,2022-05-25 01:00:00,0
1733,2022-05-25 01:20:00,0
1734,2022-05-25 01:40:00,0
1735,2022-05-25 02:00:00,0
1736,2022-05-25 02:20:00,0
1737,2022-05-25 02:40:00,0
1738,2022-05-25 03:00:00,0
1739,2022-05-25 03:20:00,0
1740,2022-05-25 03:40:00,0
1741,2022-05-25 04:00:00,0
1742,2022-05-25 04:20:00,0
1743,2022-05-25 04:40:00,0
1744,2022-05-25 05:00:00,0
1745,2022-05-25 05:20:00,0
1746,2022-05-25 05:40:00,0
1747,2022-05-25 06:00:00,618
1748,2022-05-25 06:20:00,1064
1749,2022-05-25 06:40:00,3082
1750,2022-05-25 07:00:00,6033
1751,2022-05-25 07:20:00,8516
1752,2022-05-25 07:40:00,11380
1753,2022-05-25 08:00:00,14736
1754,2022-05-25 08:20:00,18865
1755,2022-05-25 08:40:00,23238
1756,2022-05-25 09:00:00,26322
1757,2022-05-25 09:20:00,30432
1758,2022-05-25 09:40:00,33908
1759,2022-05-25 10:00:00,37017
1760,2022-05-25 10:20:00,39609
1761,2022-05-25 10:40:00,39817
1762,2022-05-25 11:00:00,28507
1763,2022-05-25 11:20:00,30681
1764,2022-05-25 11:40:00,13449
1765,2022-05-25 12:00:00,31542
1766,2022-05-25 12:20:00,32682
1767,2022-05-25 12:40:00,28833
1768,2022-05-25 13:00:00,21410
1769,2022-05-25 13:20:00,42185
1770,2022-05-25 13:40:00,21546
1771,2022-05-25 14:00:00,30763
1772,2022-05-25 14:20:00,24568
1773,2022-05-25 14:40:00,32001
1774,2022-05-25 15:00:00,30620
1775,2022-05-25 15:20:00,37362
1776,2022-05-25 15:40:00,33805
1777,2022-05-25 16:00:00,37397
1778,2022-05-25 16:20:00,32669
1779,2022-05-25 16:40:00,31027
1780,2022-05-25 17:00:00,23822
1781,2022-05-25 17:20:00,25855
1782,2022-05-25 17:40:00,16580
1783,2022-05-25 18:00:00,16292
1784,2022-05-25 18:20:00,17053
1785,2022-05-25 18:40:00,16733
1786,2022-05-25 19:00:00,12822
1787,2022-05-25 19:20:00,8632
1788,2022-05-25 19:40:00,6663
1789,2022-05-25 20:00:00,7174
1790,2022-05-25 20:20:00,3664
1791,2022-05-25 20:40:00,961
1792,2022-05-25 21:00:00,50.8
1793,2022-05-25 21:20:00,0
1794,2022-05-25 21:40:00,0
1795,2022-05-25 22:00:00,0
1796,2022-05-25 22:20:00,0
1797,2022-05-25 22:40:00,0
1798,2022-05-25 23:00:00,0
1799,2022-05-25 23:20:00,0
1800,2022-05-25 23:40:00,0
1801,2022-05-26 00:00:00,0
1802,2022-05-26 00:20:00,0
1803,2022-05-26 00:40:00,0
1804,2022-05-26 01:00:00,0
1805,2022-05-26 01:20:00,0
1806,2022-05-26 01:40:00,0
1807,2022-05-26 02:00:00,0
1808,2022-05-26 02:20:00,0
1809,2022-05-26 02:40:00,0
1810,2022-05-26 03:00:00,0
1811,2022-05-26 03:20:00,0
1812,2022-05-26 03:40:00,0
1813,2022-05-26 04:00:00,0
1814,2022-05-26 04:20:00,0
1815,2022-05-26 04:40:00,0
1816,2022-05-26 05:00:00,0
1817,2022-05-26 05:20:00,0
1818,2022-05-26 05:40:00,0
1819,2022-05-26 06:00:00,721
1820,2022-05-26 06:20:00,1880
1821,2022-05-26 06:40:00,3252
1822,2022-05-26 07:00:00,5460
1823,2022-05-26 07:20:00,7155
1824,2022-05-26 07:40:00,8547
1825,2022-05-26 08:00:00,13043
1826,2022-05-26 08:20:00,11511
1827,2022-05-26 08:40:00,11377
1828,2022-05-26 09:00:00,13273
1829,2022-05-26 09:20:00,17040
1830,2022-05-26 09:40:00,15857
1831,2022-05-26 10:00:00,15164
1832,2022-05-26 10:20:00,15982
1833,2022-05-26 10:40:00,22670
1834,2022-05-26 11:00:00,19286
1835,2022-05-26 11:20:00,16163
1836,2022-05-26 11:40:00,17130
1837,2022-05-26 12:00:00,14029
1838,2022-05-26 12:20:00,16903
1839,2022-05-26 12:40:00,31617
1840,2022-05-26 13:00:00,23455
1841,2022-05-26 13:20:00,21150
1842,2022-05-26 13:40:00,14247
1843,2022-05-26 14:00:00,22675
1844,2022-05-26 14:20:00,20207
1845,2022-05-26 14:40:00,20453
1846,2022-05-26 15:00:00,30673
1847,2022-05-26 15:20:00,33570
1848,2022-05-26 15:40:00,23715
1849,2022-05-26 16:00:00,39759
1850,2022-05-26 16:20:00,26568
1851,2022-05-26 16:40:00,22710
1852,2022-05-26 17:00:00,19919
1853,2022-05-26 17:20:00,23478
1854,2022-05-26 17:40:00,23706
1855,2022-05-26 18:00:00,20272
1856,2022-05-26 18:20:00,8828
1857,2022-05-26 18:40:00,10932
1858,2022-05-26 19:00:00,11985
1859,2022-05-26 19:20:00,8348
1860,2022-05-26 19:40:00,6951
1861,2022-05-26 20:00:00,3570
1862,2022-05-26 20:20:00,1388
1863,2022-05-26 20:40:00,271
1864,2022-05-26 21:00:00,0
1865,2022-05-26 21:20:00,0
1866,2022-05-26 21:40:00,0
1867,2022-05-26 22:00:00,0
1868,2022-05-26 22:20:00,0
1869,2022-05-26 22:40:00,0
1870,2022-05-26 23:00:00,0
1871,2022-05-26 23:20:00,0
1872,2022-05-26 23:40:00,0
1873,2022-05-27 00:00:00,0
1874,2022-05-27 00:20:00,0
1875,2022-05-27 00:40:00,0
1876,2022-05-27 01:00:00,0
1877,2022-05-27 01:20:00,0
1878,2022-05-27 01:40:00,0
1879,2022-05-27 02:00:00,0
1880,2022-05-27 02:20:00,0
1881,2022-05-27 02:40:00,0
1882,2022-05-27 03:00:00,0
1883,2022-05-27 03:20:00,0
1884,2022-05-27 03:40:00,0
1885,2022-05-27 04:00:00,0
1886,2022-05-27 04:20:00,0
1887,2022-05-27 04:40:00,0
1888,2022-05-27 05:00:00,0
1889,2022-05-27 05:20:00,0
1890,2022-05-27 05:40:00,247
1891,2022-05-27 06:00:00,551
1892,2022-05-27 06:20:00,1093
1893,2022-05-27 06:40:00,1229
1894,2022-05-27 07:00:00,2144
1895,2022-05-27 07:20:00,3281
1896,2022-05-27 07:40:00,3727
1897,2022-05-27 08:00:00,4360
1898,2022-05-27 08:20:00,4871
1899,2022-05-27 08:40:00,5859
1900,2022-05-27 09:00:00,5628
1901,2022-05-27 09:20:00,6009
1902,2022-05-27 09:40:00,6828
1903,2022-05-27 10:00:00,11962
1904,2022-05-27 10:20:00,14549
1905,2022-05-27 10:40:00,12788
1906,2022-05-27 11:00:00,11222
1907,2022-05-27 11:20:00,15011
1908,2022-05-27 11:40:00,29345
1909,2022-05-27 12:00:00,24970
1910,2022-05-27 12:20:00,26457
1911,2022-05-27 12:40:00,13492
1912,2022-05-27 13:00:00,15354
1913,2022-05-27 13:20:00,7459
1914,2022-05-27 13:40:00,11614
1915,2022-05-27 14:00:00,13869
1916,2022-05-27 14:20:00,17623
1917,2022-05-27 14:40:00,11532
1918,2022-05-27 15:00:00,14505
1919,2022-05-27 15:20:00,24032
1920,2022-05-27 15:40:00,15214
1921,2022-05-27 16:00:00,24294
1922,2022-05-27 16:20:00,34105
1923,2022-05-27 16:40:00,30995
1924,2022-05-27 17:00:00,22758
1925,2022-05-27 17:20:00,24972
1926,2022-05-27 17:40:00,20403
1927,2022-05-27 18:00:00,15571
1928,2022-05-27 18:20:00,16381
1929,2022-05-27 18:40:00,11650
1930,2022-05-27 19:00:00,8865
1931,2022-05-27 19:20:00,8838
1932,2022-05-27 19:40:00,7206
1933,2022-05-27 20:00:00,4902
1934,2022-05-27 20:20:00,2330
1935,2022-05-27 20:40:00,1215
1936,2022-05-27 21:00:00,152
1937,2022-05-27 21:20:00,0
1938,2022-05-27 21:40:00,0
1939,2022-05-27 22:00:00,0
1940,2022-05-27 22:20:00,0
1941,2022-05-27 22:40:00,0
1942,2022-05-27 23:00:00,0
1943,2022-05-27 23:20:00,0
1944,2022-05-27 23:40:00,0
1945,2022-05-28 00:00:00,0
1946,2022-05-28 00:20:00,0
1947,2022-05-28 00:40:00,0
1948,2022-05-28 01:00:00,0
