"Time","mean"
2023-03-01 00:00:00,0
2023-03-01 00:20:00,0
2023-03-01 00:40:00,0
2023-03-01 01:00:00,0
2023-03-01 01:20:00,0
2023-03-01 01:40:00,0
2023-03-01 02:00:00,0
2023-03-01 02:20:00,0
2023-03-01 02:40:00,0
2023-03-01 03:00:00,0
2023-03-01 03:20:00,0
2023-03-01 03:40:00,0
2023-03-01 04:00:00,0
2023-03-01 04:20:00,0
2023-03-01 04:40:00,0
2023-03-01 05:00:00,0
2023-03-01 05:20:00,0
2023-03-01 05:40:00,0
2023-03-01 06:00:00,0
2023-03-01 06:20:00,0
2023-03-01 06:40:00,0
2023-03-01 07:00:00,0
2023-03-01 07:20:00,739
2023-03-01 07:40:00,2340
2023-03-01 08:00:00,3916
2023-03-01 08:20:00,5493
2023-03-01 08:40:00,7842
2023-03-01 09:00:00,11211
2023-03-01 09:20:00,14347
2023-03-01 09:40:00,17093
2023-03-01 10:00:00,19610
2023-03-01 10:20:00,21346
2023-03-01 10:40:00,24673
2023-03-01 11:00:00,26907
2023-03-01 11:20:00,28263
2023-03-01 11:40:00,29074
2023-03-01 12:00:00,29665
2023-03-01 12:20:00,30215
2023-03-01 12:40:00,29764
2023-03-01 13:00:00,29525
2023-03-01 13:20:00,28469
2023-03-01 13:40:00,27519
2023-03-01 14:00:00,25686
2023-03-01 14:20:00,23573
2023-03-01 14:40:00,21925
2023-03-01 15:00:00,19143
2023-03-01 15:20:00,16141
2023-03-01 15:40:00,12933
2023-03-01 16:00:00,10580
2023-03-01 16:20:00,8119
2023-03-01 16:40:00,5783
2023-03-01 17:00:00,3863
2023-03-01 17:20:00,2121
2023-03-01 17:40:00,841
2023-03-01 18:00:00,50.4
2023-03-01 18:20:00,0
2023-03-01 18:40:00,0
2023-03-01 19:00:00,0
2023-03-01 19:20:00,0
2023-03-01 19:40:00,0
2023-03-01 20:00:00,0
2023-03-01 20:20:00,0
2023-03-01 20:40:00,0
2023-03-01 21:00:00,0
2023-03-01 21:20:00,0
2023-03-01 21:40:00,0
2023-03-01 22:00:00,0
2023-03-01 22:20:00,0
2023-03-01 22:40:00,0
2023-03-01 23:00:00,0
2023-03-01 23:20:00,0
2023-03-01 23:40:00,0
2023-03-02 00:00:00,0
2023-03-02 00:20:00,0
2023-03-02 00:40:00,0
2023-03-02 01:00:00,0
2023-03-02 01:20:00,0
2023-03-02 01:40:00,0
2023-03-02 02:00:00,0
2023-03-02 02:20:00,0
2023-03-02 02:40:00,0
2023-03-02 03:00:00,0
2023-03-02 03:20:00,0
2023-03-02 03:40:00,0
2023-03-02 04:00:00,0
2023-03-02 04:20:00,0
2023-03-02 04:40:00,0
2023-03-02 05:00:00,0
2023-03-02 05:20:00,0
2023-03-02 05:40:00,0
2023-03-02 06:00:00,0
2023-03-02 06:20:00,0
2023-03-02 06:40:00,0
2023-03-02 07:00:00,0
2023-03-02 07:20:00,853
2023-03-02 07:40:00,2286
2023-03-02 08:00:00,3867
2023-03-02 08:20:00,5712
2023-03-02 08:40:00,6686
2023-03-02 09:00:00,10710
2023-03-02 09:20:00,14425
2023-03-02 09:40:00,17265
2023-03-02 10:00:00,19538
2023-03-02 10:20:00,21421
2023-03-02 10:40:00,23970
2023-03-02 11:00:00,26250
2023-03-02 11:20:00,26988
2023-03-02 11:40:00,28526
2023-03-02 12:00:00,29011
2023-03-02 12:20:00,29299
2023-03-02 12:40:00,29113
2023-03-02 13:00:00,28708
2023-03-02 13:20:00,28104
2023-03-02 13:40:00,26451
2023-03-02 14:00:00,24755
2023-03-02 14:20:00,23272
2023-03-02 14:40:00,21251
2023-03-02 15:00:00,18437
2023-03-02 15:20:00,15687
2023-03-02 15:40:00,12765
2023-03-02 16:00:00,10333
2023-03-02 16:20:00,7980
2023-03-02 16:40:00,5770
2023-03-02 17:00:00,3910
2023-03-02 17:20:00,2229
2023-03-02 17:40:00,872
2023-03-02 18:00:00,43.4
2023-03-02 18:20:00,0
2023-03-02 18:40:00,0
2023-03-02 19:00:00,0
2023-03-02 19:20:00,0
2023-03-02 19:40:00,0
2023-03-02 20:00:00,0
2023-03-02 20:20:00,0
2023-03-02 20:40:00,0
2023-03-02 21:00:00,0
2023-03-02 21:20:00,0
2023-03-02 21:40:00,0
2023-03-02 22:00:00,0
2023-03-02 22:20:00,0
2023-03-02 22:40:00,0
2023-03-02 23:00:00,0
2023-03-02 23:20:00,0
2023-03-02 23:40:00,0
