"Time","mean"
2023-01-01 00:00:00,0
2023-01-01 00:20:00,0
2023-01-01 00:40:00,0
2023-01-01 01:00:00,0
2023-01-01 01:20:00,0
2023-01-01 01:40:00,0
2023-01-01 02:00:00,0
2023-01-01 02:20:00,0
2023-01-01 02:40:00,0
2023-01-01 03:00:00,0
2023-01-01 03:20:00,0
2023-01-01 03:40:00,0
2023-01-01 04:00:00,0
2023-01-01 04:20:00,0
2023-01-01 04:40:00,0
2023-01-01 05:00:00,0
2023-01-01 05:20:00,0
2023-01-01 05:40:00,0
2023-01-01 06:00:00,0
2023-01-01 06:20:00,0
2023-01-01 06:40:00,0
2023-01-01 07:00:00,0
2023-01-01 07:20:00,0
2023-01-01 07:40:00,0
2023-01-01 08:00:00,0
2023-01-01 08:20:00,0
2023-01-01 08:40:00,712
2023-01-01 09:00:00,2148
2023-01-01 09:20:00,3620
2023-01-01 09:40:00,5160
2023-01-01 10:00:00,6661
2023-01-01 10:20:00,8543
2023-01-01 10:40:00,8968
2023-01-01 11:00:00,10400
2023-01-01 11:20:00,9426
2023-01-01 11:40:00,9206
2023-01-01 12:00:00,7382
2023-01-01 12:20:00,7087
2023-01-01 12:40:00,12576
2023-01-01 13:00:00,9343
2023-01-01 13:20:00,10681
2023-01-01 13:40:00,9782
2023-01-01 14:00:00,5158
2023-01-01 14:20:00,5357
2023-01-01 14:40:00,4187
2023-01-01 15:00:00,1976
2023-01-01 15:20:00,1723
2023-01-01 15:40:00,1944
2023-01-01 16:00:00,603
2023-01-01 16:20:00,30.9
2023-01-01 16:40:00,0
2023-01-01 17:00:00,0
2023-01-01 17:20:00,0
2023-01-01 17:40:00,0
2023-01-01 18:00:00,0
2023-01-01 18:20:00,0
2023-01-01 18:40:00,0
2023-01-01 19:00:00,0
2023-01-01 19:20:00,0
2023-01-01 19:40:00,0
2023-01-01 20:00:00,0
2023-01-01 20:20:00,0
2023-01-01 20:40:00,0
2023-01-01 21:00:00,0
2023-01-01 21:20:00,0
2023-01-01 21:40:00,0
2023-01-01 22:00:00,0
2023-01-01 22:20:00,0
2023-01-01 22:40:00,0
2023-01-01 23:00:00,0
2023-01-01 23:20:00,0
2023-01-01 23:40:00,0
2023-01-02 00:00:00,0
2023-01-02 00:20:00,0
2023-01-02 00:40:00,0
2023-01-02 01:00:00,0
2023-01-02 01:20:00,0
2023-01-02 01:40:00,0
2023-01-02 02:00:00,0
2023-01-02 02:20:00,0
2023-01-02 02:40:00,0
2023-01-02 03:00:00,0
2023-01-02 03:20:00,0
2023-01-02 03:40:00,0
2023-01-02 04:00:00,0
2023-01-02 04:20:00,0
2023-01-02 04:40:00,0
2023-01-02 05:00:00,0
2023-01-02 05:20:00,0
2023-01-02 05:40:00,0
2023-01-02 06:00:00,0
2023-01-02 06:20:00,0
2023-01-02 06:40:00,0
2023-01-02 07:00:00,0
2023-01-02 07:20:00,0
2023-01-02 07:40:00,0
2023-01-02 08:00:00,0
2023-01-02 08:20:00,0
2023-01-02 08:40:00,346
2023-01-02 09:00:00,1835
2023-01-02 09:20:00,2675
2023-01-02 09:40:00,5258
2023-01-02 10:00:00,5204
2023-01-02 10:20:00,5785
2023-01-02 10:40:00,4689
2023-01-02 11:00:00,6818
2023-01-02 11:20:00,5580
2023-01-02 11:40:00,9529
2023-01-02 12:00:00,11178
2023-01-02 12:20:00,11744
2023-01-02 12:40:00,12507
2023-01-02 13:00:00,8902
2023-01-02 13:20:00,4571
2023-01-02 13:40:00,4179
2023-01-02 14:00:00,3414
2023-01-02 14:20:00,1842
2023-01-02 14:40:00,1218
2023-01-02 15:00:00,878
2023-01-02 15:20:00,496
2023-01-02 15:40:00,311
2023-01-02 16:00:00,0
2023-01-02 16:20:00,0
2023-01-02 16:40:00,0
2023-01-02 17:00:00,0
