"Time","mean"
2022-09-01 00:00:00,0
2022-09-01 00:20:00,0
2022-09-01 00:40:00,0
2022-09-01 01:00:00,0
2022-09-01 01:20:00,0
2022-09-01 01:40:00,0
2022-09-01 02:00:00,0
2022-09-01 02:20:00,0
2022-09-01 02:40:00,0
2022-09-01 03:00:00,0
2022-09-01 03:20:00,0
2022-09-01 03:40:00,0
2022-09-01 04:00:00,0
2022-09-01 04:20:00,0
2022-09-01 04:40:00,0
2022-09-01 05:00:00,0
2022-09-01 05:20:00,0
2022-09-01 05:40:00,0
2022-09-01 06:00:00,0
2022-09-01 06:20:00,0
2022-09-01 06:40:00,11.3
2022-09-01 07:00:00,1009
2022-09-01 07:20:00,2162
2022-09-01 07:40:00,3757
2022-09-01 08:00:00,5272
2022-09-01 08:20:00,7574
2022-09-01 08:40:00,10651
2022-09-01 09:00:00,14118
2022-09-01 09:20:00,17934
2022-09-01 09:40:00,21850
2022-09-01 10:00:00,24803
2022-09-01 10:20:00,27590
2022-09-01 10:40:00,26769
2022-09-01 11:00:00,28011
2022-09-01 11:20:00,21569
2022-09-01 11:40:00,26404
2022-09-01 12:00:00,14667
2022-09-01 12:20:00,23792
2022-09-01 12:40:00,26162
2022-09-01 13:00:00,21296
2022-09-01 13:20:00,25716
2022-09-01 13:40:00,17451
2022-09-01 14:00:00,32001
2022-09-01 14:20:00,43833
2022-09-01 14:40:00,22936
2022-09-01 15:00:00,40320
2022-09-01 15:20:00,29590
2022-09-01 15:40:00,33127
2022-09-01 16:00:00,30702
2022-09-01 16:20:00,28525
2022-09-01 16:40:00,22476
2022-09-01 17:00:00,20819
2022-09-01 17:20:00,16930
2022-09-01 17:40:00,14144
2022-09-01 18:00:00,9142
2022-09-01 18:20:00,6352
2022-09-01 18:40:00,4883
2022-09-01 19:00:00,3109
2022-09-01 19:20:00,1730
2022-09-01 19:40:00,531
2022-09-01 20:00:00,0
2022-09-01 20:20:00,0
2022-09-01 20:40:00,0
2022-09-01 21:00:00,0
2022-09-01 21:20:00,0
2022-09-01 21:40:00,0
2022-09-01 22:00:00,0
2022-09-01 22:20:00,0
2022-09-01 22:40:00,0
2022-09-01 23:00:00,0
2022-09-01 23:20:00,0
2022-09-01 23:40:00,0
2022-09-02 00:00:00,0
2022-09-02 00:20:00,0
2022-09-02 00:40:00,0
2022-09-02 01:00:00,0
2022-09-02 01:20:00,0
2022-09-02 01:40:00,0
2022-09-02 02:00:00,0
2022-09-02 02:20:00,0
2022-09-02 02:40:00,0
2022-09-02 03:00:00,0
2022-09-02 03:20:00,0
2022-09-02 03:40:00,0
2022-09-02 04:00:00,0
2022-09-02 04:20:00,0
2022-09-02 04:40:00,0
2022-09-02 05:00:00,0
2022-09-02 05:20:00,0
2022-09-02 05:40:00,0
2022-09-02 06:00:00,0
2022-09-02 06:20:00,0
2022-09-02 06:40:00,0
2022-09-02 07:00:00,666
2022-09-02 07:20:00,1891
2022-09-02 07:40:00,3356
2022-09-02 08:00:00,4492
2022-09-02 08:20:00,7368
2022-09-02 08:40:00,10593
2022-09-02 09:00:00,14102
2022-09-02 09:20:00,18176
2022-09-02 09:40:00,22077
2022-09-02 10:00:00,25527
2022-09-02 10:20:00,29002
2022-09-02 10:40:00,32579
2022-09-02 11:00:00,34491
2022-09-02 11:20:00,36040
2022-09-02 11:40:00,37332
2022-09-02 12:00:00,37990
2022-09-02 12:20:00,39600
2022-09-02 12:40:00,39746
2022-09-02 13:00:00,39919
2022-09-02 13:20:00,40435
2022-09-02 13:40:00,39392
2022-09-02 14:00:00,38974
2022-09-02 14:20:00,38083
2022-09-02 14:40:00,37102
2022-09-02 15:00:00,35587
2022-09-02 15:20:00,33997
2022-09-02 15:40:00,32178
2022-09-02 16:00:00,29943
2022-09-02 16:20:00,27316
2022-09-02 16:40:00,24057
2022-09-02 17:00:00,20263
2022-09-02 17:20:00,18080
2022-09-02 17:40:00,12162
2022-09-02 18:00:00,7836
2022-09-02 18:20:00,5097
2022-09-02 18:40:00,5084
2022-09-02 19:00:00,4348
2022-09-02 19:20:00,2041
2022-09-02 19:40:00,1004
2022-09-02 20:00:00,41.7
2022-09-02 20:20:00,0
2022-09-02 20:40:00,0
2022-09-02 21:00:00,0
2022-09-02 21:20:00,0
2022-09-02 21:40:00,0
2022-09-02 22:00:00,0
2022-09-02 22:20:00,0
2022-09-02 22:40:00,0
2022-09-02 23:00:00,0
2022-09-02 23:20:00,0
2022-09-02 23:40:00,0
2022-09-03 00:00:00,0
2022-09-03 00:20:00,0
2022-09-03 00:40:00,0
2022-09-03 01:00:00,0
2022-09-03 01:20:00,0
2022-09-03 01:40:00,0
2022-09-03 02:00:00,0
2022-09-03 02:20:00,0
2022-09-03 02:40:00,0
2022-09-03 03:00:00,0
2022-09-03 03:20:00,0
2022-09-03 03:40:00,0
2022-09-03 04:00:00,0
2022-09-03 04:20:00,0
2022-09-03 04:40:00,0
2022-09-03 05:00:00,0
2022-09-03 05:20:00,0
2022-09-03 05:40:00,0
2022-09-03 06:00:00,0
2022-09-03 06:20:00,0
2022-09-03 06:40:00,0
2022-09-03 07:00:00,1070
2022-09-03 07:20:00,2237
2022-09-03 07:40:00,1734
2022-09-03 08:00:00,3226
2022-09-03 08:20:00,3965
2022-09-03 08:40:00,3411
2022-09-03 09:00:00,3844
2022-09-03 09:20:00,1685
2022-09-03 09:40:00,1566
2022-09-03 10:00:00,1310
2022-09-03 10:20:00,4883
2022-09-03 10:40:00,11400
2022-09-03 11:00:00,29522
2022-09-03 11:20:00,6957
2022-09-03 11:40:00,11938
2022-09-03 12:00:00,33720
2022-09-03 12:20:00,25604
2022-09-03 12:40:00,16443
2022-09-03 13:00:00,16908
2022-09-03 13:20:00,16376
2022-09-03 13:40:00,21318
2022-09-03 14:00:00,25216
2022-09-03 14:20:00,30844
2022-09-03 14:40:00,31148
2022-09-03 15:00:00,25873
2022-09-03 15:20:00,11545
2022-09-03 15:40:00,5321
2022-09-03 16:00:00,4119
2022-09-03 16:20:00,6879
2022-09-03 16:40:00,11622
2022-09-03 17:00:00,6857
2022-09-03 17:20:00,5609
2022-09-03 17:40:00,5216
2022-09-03 18:00:00,6612
2022-09-03 18:20:00,12836
2022-09-03 18:40:00,9002
2022-09-03 19:00:00,3807
2022-09-03 19:20:00,1642
2022-09-03 19:40:00,449
2022-09-03 20:00:00,0
2022-09-03 20:20:00,0
2022-09-03 20:40:00,0
2022-09-03 21:00:00,0
2022-09-03 21:20:00,0
2022-09-03 21:40:00,0
2022-09-03 22:00:00,0
2022-09-03 22:20:00,0
2022-09-03 22:40:00,0
2022-09-03 23:00:00,0
2022-09-03 23:20:00,0
2022-09-03 23:40:00,0
2022-09-04 00:00:00,0
2022-09-04 00:20:00,0
2022-09-04 00:40:00,0
2022-09-04 01:00:00,0
2022-09-04 01:20:00,0
2022-09-04 01:40:00,0
2022-09-04 02:00:00,0
2022-09-04 02:20:00,0
2022-09-04 02:40:00,0
2022-09-04 03:00:00,0
2022-09-04 03:20:00,0
2022-09-04 03:40:00,0
2022-09-04 04:00:00,0
2022-09-04 04:20:00,0
2022-09-04 04:40:00,0
2022-09-04 05:00:00,0
2022-09-04 05:20:00,0
2022-09-04 05:40:00,0
2022-09-04 06:00:00,0
2022-09-04 06:20:00,0
2022-09-04 06:40:00,0
2022-09-04 07:00:00,579
2022-09-04 07:20:00,1704
2022-09-04 07:40:00,3202
2022-09-04 08:00:00,4672
2022-09-04 08:20:00,6828
2022-09-04 08:40:00,9898
2022-09-04 09:00:00,13213
2022-09-04 09:20:00,17125
2022-09-04 09:40:00,21215
2022-09-04 10:00:00,25681
2022-09-04 10:20:00,27849
2022-09-04 10:40:00,32733
2022-09-04 11:00:00,33113
2022-09-04 11:20:00,32126
